Food Environment Index,% With Access to Exercise Opportunities,% Uninsured,% Completed High School,% Some College,Average Daily PM2.5,Presence of Water Violation,% Food Insecure,Median Household Income,% Homeowners,Value
7,44,19,88,50,10.3,Yes,17,50905,75,253.1
8.8,44,8,89,60,7.7,No,8,70470,78,173.1
7.4,44,8,91,53,5.5,Yes,13,47683,75,169.5
9,44,18,79,51,8.4,Yes,9,46216,78,167.2
7.9,44,12,92,70,6.3,No,9,53282,75,154.8
7,44,12,86,55,8.2,No,14,47850,66,285.9
7.7,44,22,83,40,9.5,Yes,13,61444,81,183.3
6.6,44,16,90,66,4.6,No,14,54790,73,142.3
8.4,44,10,89,51,7.2,No,9,67698,79,141.9
8.9,44,9,92,68,7.9,No,9,70004,84,147.5
7.4,45,13,82,55,9.3,No,16,51844,75,288.9
7.6,45,9,87,55,9.6,No,14,62524,75,247.4
6.2,45,13,85,56,7.7,No,17,47872,73,273.1
6.4,45,12,85,51,5.3,No,15,55419,71,151.9
7.1,45,8,85,55,5.2,No,12,67530,51,156.4
7.4,45,15,86,42,8.6,No,14,45397,75,224
6.6,45,14,85,39,8.6,No,16,45144,80,296.3
6.5,45,10,83,50,8.8,Yes,21,37634,68,257.2
6.9,45,16,83,47,8.3,No,15,44061,70,196.7
5,45,19,76,39,8.3,No,20,40834,63,226.6
8.2,45,7,93,72,9.6,No,10,77916,80,148.7
7.6,45,9,92,55,9.2,No,16,52433,75,223.3
7.7,45,14,92,60,7.6,Yes,14,52749,74,233.5
6.6,45,8,93,70,8.5,No,13,59142,76,184.6
8.5,45,21,72,45,7,No,8,66053,78,143.7
7.8,45,6,90,66,9.5,No,13,56845,75,175.8
7,45,12,81,36,9.1,Yes,18,42490,71,341.7
5.4,45,12,89,65,9.9,Yes,18,44728,51,149.1
7.2,45,10,79,31,10.3,Yes,17,42135,72,189.4
7.7,45,8,90,55,5.6,No,14,56929,79,231.3
8,45,8,88,62,9.1,Yes,13,61180,81,188.9
8.5,45,7,89,63,6.8,No,9,63406,68,125.1
8.3,45,9,91,59,6.7,Yes,11,58733,82,140.1
6.5,45,14,89,66,9.6,No,17,62527,68,168.3
6.5,45,15,85,51,7.7,Yes,16,45363,67,198.7
7.7,45,16,88,57,9.5,No,13,52798,72,231.9
8.7,45,11,94,64,5.4,No,9,61641,84,143.6
8.3,45,11,89,67,5.7,No,10,58925,79,136.6
8.2,45,7,95,72,7.6,No,11,78844,77,126.6
6.8,45,8,83,48,4.6,Yes,14,38903,68,167.8
4.4,45,12,83,50,4.8,Yes,19,39478,77,160.9
6.9,45,14,88,62,6.6,Yes,16,50253,72,173.5
7.5,45,15,88,65,8.2,No,14,55586,66,165.8
7.1,45,8,86,51,8.3,No,18,49636,73,238.2
6.1,45,21,85,49,9.4,Yes,19,41162,77,315.3
6.9,45,14,84,42,7.4,Yes,17,42010,71,235.8
7.2,45,9,91,56,10.7,Yes,14,52355,70,140.6
8,45,8,89,51,8,Yes,12,52643,79,175.7
7.7,45,12,89,60,8.1,No,10,60397,81,164.9
7.4,45,18,89,54,5.1,No,12,46162,73,170.5
8.5,45,12,87,56,8.4,No,11,63918,76,216.7
7.3,45,26,80,42,9.7,Yes,15,66128,69,177.6
8.1,45,29,75,47,6.9,No,12,55139,58,193.7
6.3,45,24,85,60,8.1,Yes,18,50317,77,240.5
8.2,45,36,62,28,7.8,Yes,13,63528,72,206.1
6.2,45,24,80,43,7.8,No,17,48911,74,233.3
6,45,26,75,35,6.9,No,18,39897,72,200.7
8.9,45,5,91,63,6.9,No,9,62763,78,170.8
8.4,45,14,82,45,7.6,No,12,47384,71,194.4
8,45,6,95,70,7.7,No,13,56804,76,159.7
7.8,45,7,92,55,7,Yes,13,50300,78,206.4
8.1,45,15,95,66,5.5,No,12,82442,83,133.5
7.1,46,10,89,63,8.7,Yes,16,44833,77,193.4
7.2,46,11,82,51,8.9,No,19,41787,78,214.5
7.5,46,10,90,53,9.9,Yes,16,47125,78,255.4
5.1,46,12,80,44,9.1,No,19,41230,73,224
6.9,46,14,78,39,9.6,Yes,16,48728,71,260.1
6.4,46,17,80,43,8,No,17,41650,73,197.1
5.5,46,17,72,37,9.1,No,17,44399,69,258.7
7.2,46,7,93,67,9.3,No,12,54076,82,179.8
7.9,46,14,85,47,9.2,No,13,58602,78,151.8
8,46,9,88,54,9.5,No,12,59252,73,171.2
7.7,46,10,94,73,7.7,No,12,53119,72,157
8.3,46,14,96,62,7,No,11,49314,70,221.3
8,46,12,96,72,7.4,Yes,12,52537,72,188.5
7.2,46,9,83,49,8.4,No,17,42429,77,221.9
7.5,46,8,84,53,8.8,No,15,55934,70,226.4
8.4,46,7,91,59,7.6,Yes,10,63732,84,164.3
8.4,46,9,93,62,6.9,No,13,58738,88,161.5
7.4,46,8,92,65,6.1,No,12,49822,84,137.2
8.2,46,8,94,65,6.9,No,11,62750,82,128.5
8.4,46,8,90,57,6.8,No,11,55547,76,124
8.6,46,9,94,68,6.8,No,10,56085,78,185.7
8.5,46,5,95,71,6.8,No,9,65769,81,186.5
6,46,16,83,52,9.1,No,22,37054,68,243.4
6.9,46,16,93,64,7.8,No,15,46546,79,158.8
7.3,46,13,89,55,8.2,No,15,51924,71,225.4
7.2,46,12,93,65,6.9,Yes,12,49447,72,157.7
8.3,46,11,94,63,5.3,No,7,69169,69,157.3
7.4,46,12,93,75,6.4,No,12,51296,74,157.4
7.5,46,5,93,68,6.4,Yes,12,58417,72,169
6.4,46,11,92,70,6.1,No,15,52885,54,178.8
8.2,46,7,93,62,9.1,Yes,10,60550,81,185.7
7.8,46,8,87,49,9.5,No,12,72834,74,188.8
6,46,18,84,41,9,Yes,13,55643,73,223.5
6.2,46,20,78,50,8,Yes,15,41610,74,217.3
6.9,46,17,91,56,10.1,No,14,48144,71,252.5
8.6,46,7,89,49,7.9,No,11,61202,78,184.7
8.5,46,11,83,46,8.6,Yes,11,59591,74,172.8
7.7,46,10,85,43,8.5,Yes,12,54517,73,157.7
8.2,46,14,87,53,6.6,No,11,70292,79,153.2
6.5,46,13,88,56,7,Yes,15,47120,62,190
7.9,46,23,83,52,9.7,No,12,74612,79,170.3
6.5,46,19,79,44,9.7,Yes,17,46316,65,215.9
7.7,46,23,84,53,9.5,Yes,15,56565,73,198.8
7,46,20,86,46,9.7,No,18,42024,78,212.1
9.2,46,9,94,68,7.5,No,7,79313,88,162.6
7.5,46,11,90,53,6.4,Yes,15,53319,82,202.2
7.4,46,9,86,58,7.2,Yes,13,40016,72,195.5
7.7,46,9,88,48,7.4,Yes,14,42725,79,188.7
8.4,46,7,93,66,8,Yes,10,62841,73,164.7
9.3,46,7,94,64,6.8,No,8,69077,81,155.8
7.6,46,8,90,55,5.9,Yes,12,55259,78,165.3
7.7,46,22,90,64,5.4,Yes,13,54684,75,164.1
6.8,47,15,81,53,8.7,No,18,48924,78,244
7.9,47,11,94,70,11.4,No,11,76650,59,145.2
6.6,47,9,86,57,8.8,Yes,16,47857,74,216
6.7,47,10,86,51,9.4,No,17,43765,68,252.8
7.6,47,17,82,39,7.8,No,14,46264,77,172.8
7.3,47,16,81,48,8.2,No,17,47492,69,244.9
9.2,47,6,94,71,9.6,Yes,8,69521,82,164.7
7.7,47,9,91,55,8.9,No,12,62411,79,172.5
6.2,47,9,87,65,8.2,No,16,46950,47,250.8
7.2,47,10,80,59,8.4,No,17,44691,73,218.4
6.8,47,9,78,38,7.9,No,18,38274,77,183
7,47,10,81,41,9.5,Yes,18,45183,69,251.7
5.8,47,11,79,30,9.9,No,20,37407,68,196.2
7.2,47,13,90,68,8,Yes,16,45523,73,149.3
8.6,47,7,92,68,8,No,9,55599,77,160
7,47,7,93,68,6.3,No,13,56870,79,134.5
6.6,47,16,87,56,7.4,Yes,16,40130,70,211.9
5.9,47,14,86,50,7.9,No,17,46191,68,220.6
7,47,15,89,54,8.2,No,14,49013,74,218.8
7.8,47,16,89,57,8.2,No,15,50691,69,203.4
7,47,11,93,75,7,No,13,60636,80,167.3
7.7,47,13,93,78,6.4,No,14,49684,74,147.3
7.3,47,17,82,48,6.2,No,18,44972,74,171.3
6.1,47,15,81,55,6.9,No,18,40586,57,228.2
5.8,47,18,88,57,10.3,Yes,17,50442,71,299.6
8.6,47,8,90,52,7.5,Yes,11,55627,81,192.8
7.3,47,17,90,64,5.4,No,12,56691,61,182.1
7.2,47,17,82,66,9.3,No,14,54970,80,164.6
5.8,47,26,70,38,7.4,Yes,16,47292,63,214.7
6.7,47,10,91,69,4.9,No,14,58352,77,155.4
7.2,47,9,85,51,7.8,Yes,16,41964,78,211
5.4,48,11,80,41,9.1,Yes,19,37421,62,308.2
5.6,48,9,86,56,9.9,No,18,46374,71,225.8
8,48,15,95,81,5.5,Yes,10,56383,74,157.1
7.9,48,14,85,47,7.6,No,14,51593,76,180.3
6.8,48,20,78,48,9.4,No,15,54915,67,227.2
7.8,48,18,78,38,9,No,15,40333,64,255
7.9,48,16,87,52,8.8,Yes,11,60177,71,179.1
4.8,48,8,86,45,9.5,No,16,38315,75,230.6
7.2,48,7,90,65,9.1,Yes,12,52668,74,208.4
8.5,48,6,93,69,9.6,Yes,10,65172,77,153
8.2,48,19,76,42,9.8,No,12,53101,70,191
8,48,10,89,57,9,No,13,55627,74,204
7.5,48,10,91,58,8.8,Yes,11,62273,79,174.3
8.7,48,7,90,56,8.8,No,10,56256,73,155.5
8.2,48,6,93,62,7.9,No,11,58079,74,269.2
8.2,48,18,78,63,6.9,Yes,8,72095,81,127.5
6.9,48,8,83,45,8.8,No,16,57062,73,174.7
8.2,48,7,90,66,9.6,No,12,56286,83,191.6
7.8,48,9,80,46,8.9,Yes,15,36990,75,187.9
7.2,48,9,90,54,7,No,17,50788,84,192.1
8,48,8,89,53,8.2,No,14,52589,80,176.8
8.9,48,7,90,71,6.5,No,8,63414,81,130.8
9,48,6,93,76,6.5,No,7,64588,75,155.5
4.4,48,15,83,54,9.1,No,22,34818,55,351.9
6,48,18,85,62,9.7,No,20,49925,79,222.6
6.8,48,19,84,47,9,Yes,16,47853,74,237.9
6.4,48,16,79,45,9.1,Yes,20,42512,62,294.2
5.4,48,15,89,54,6.8,No,16,42823,65,189.6
7.8,48,10,94,72,6,No,11,56777,72,158.4
8.2,48,5,88,55,6.5,No,13,52545,75,228.5
8.9,48,7,94,72,6.6,No,7,52327,71,122.4
8.9,48,7,94,57,5.3,No,3,67054,84,136
7.5,48,16,91,63,11.1,Yes,12,66375,79,212.5
7.7,48,6,88,50,6.4,Yes,13,59324,75,221
8.1,48,11,94,73,5.5,No,10,59237,68,166.6
6.5,48,13,79,43,8.1,No,19,42331,66,267.6
6.5,48,16,83,46,9.9,No,15,48047,67,213
5.6,48,20,81,34,10.1,Yes,18,48809,83,260
8.7,48,13,85,48,6.9,Yes,10,60757,75,177.2
7.6,48,9,89,59,8.1,Yes,14,54578,70,180.1
6.8,48,8,86,46,7.3,No,17,38692,74,217.9
7.9,48,9,88,52,6.5,No,9,55370,77,164.6
8.2,48,8,93,65,6.4,No,11,54132,80,152.6
5.9,49,12,85,58,9.4,No,17,50259,70,318.9
6.8,49,10,88,60,8.5,Yes,16,48153,72,269.9
6.5,49,8,87,48,9.7,Yes,17,40588,62,250.6
6.5,49,12,85,54,9.6,No,17,46350,72,217.5
8.1,49,9,91,63,7.5,Yes,10,55981,65,175.3
7.9,49,16,81,47,8.6,Yes,14,42698,73,165.6
7.4,49,17,86,48,8.5,No,17,42683,70,202.9
7.5,49,20,81,51,8.7,No,16,54601,66,195.5
7.7,49,15,85,61,7.9,No,16,35215,63,189.5
7.8,49,14,92,53,9,Yes,14,45377,76,132
7.1,49,11,86,47,8.8,Yes,14,54439,72,182.5
7.9,49,10,88,55,9.9,Yes,12,67004,79,195.3
8.9,49,5,94,69,8.4,No,8,76010,79,149
8.5,49,8,91,59,8.5,No,9,58329,76,198.8
7.7,49,11,89,57,8.2,Yes,14,53936,72,177.4
7.1,49,7,88,59,9.4,Yes,15,47631,68,255.9
5.2,49,11,86,54,10.1,Yes,19,41747,66,224.7
8.9,49,6,93,60,8.9,No,10,68693,84,175.3
7,49,8,93,66,6.9,No,14,61330,77,184.5
6.4,49,6,94,72,6.8,No,10,68683,82,158.9
5.6,49,16,90,58,7.7,No,19,55710,80,202.8
7.2,49,13,89,50,7.8,Yes,15,47506,76,240.9
8.2,49,16,93,64,10.1,No,13,52493,72,157.5
8.7,49,7,96,72,7.2,No,10,73759,79,144.1
8.2,49,8,93,76,6.7,No,11,61442,71,150.6
6.8,49,11,87,64,5.8,Yes,17,46735,66,165.4
8.7,49,4,92,63,6.6,No,11,62400,78,158
6.8,49,16,86,65,6.8,No,15,44543,79,158.7
6.6,49,12,83,50,7.5,Yes,17,45156,62,199.8
7.6,49,13,86,54,7.9,No,14,49883,65,193
7.7,49,12,85,50,8.3,No,14,59068,78,166.7
6.4,49,11,86,53,6.7,No,15,51189,72,173.3
7.6,49,11,87,75,6.5,No,7,58302,80,136.1
7.2,49,15,91,55,9.2,Yes,13,56632,78,213
8.1,49,13,92,61,11.1,Yes,12,67243,78,240.3
7.7,49,12,88,58,8,No,14,63683,68,142.7
8.7,49,12,78,42,9,No,10,59956,73,140
8.7,49,7,92,67,7.6,Yes,10,66614,84,152.2
7.6,49,12,84,52,8.2,No,12,45366,79,212.1
8,49,16,85,57,6.1,No,11,54033,66,162.5
8.6,49,12,91,56,5.8,No,9,49824,78,162.7
8.1,49,17,90,68,5.2,No,10,46786,76,139.9
6.8,49,14,87,44,7.5,No,15,52529,79,175.1
7.9,49,12,86,54,8.1,No,13,60309,76,252.6
7.5,49,11,90,53,6.9,No,14,58988,76,228.4
6.6,49,20,87,53,8.2,No,15,48752,71,232.6
7.7,49,19,86,53,9.4,Yes,14,57999,76,173.4
7.4,49,23,78,42,10.3,Yes,16,61230,78,265
7.9,49,10,89,63,7,No,11,55684,75,160.3
6.5,49,9,84,55,7.3,No,16,42095,69,230
5.7,50,13,75,38,9,No,21,38866,62,297.9
6.5,50,15,83,54,9.1,No,17,51417,73,239.3
7,50,27,74,23,7.2,No,16,45807,69,116.5
7.2,50,19,86,45,7.8,Yes,16,41894,79,176.2
6.7,50,17,86,64,9.2,Yes,15,49350,59,283.3
7.8,50,16,88,50,8.7,No,13,69781,79,190.1
8.4,50,7,90,58,9.3,Yes,10,53965,76,179.2
7.7,50,6,93,68,9.2,No,11,59633,78,209.9
7,50,8,89,64,9.4,No,16,49834,75,176.1
7.9,50,10,93,65,7.6,No,13,56609,71,189.8
7.6,50,10,87,50,8.9,No,14,54896,74,188.6
5.6,50,11,90,54,6.2,No,17,49684,84,172.9
6.9,50,16,78,54,8.8,No,19,45568,69,250.5
7.6,50,15,87,56,8.2,No,15,55431,78,211.4
7.2,50,13,90,68,5.8,No,13,54991,68,173.8
7.9,50,7,90,56,7.3,Yes,14,51824,72,198
7,50,14,86,57,8.7,No,16,49041,68,197.7
7,50,17,87,62,7.5,No,16,53728,68,181.5
7,50,17,83,53,8.9,No,15,48849,73,192.3
7.4,50,9,84,48,8.9,No,16,50125,65,261.7
8.3,50,18,89,49,9.4,Yes,11,71450,79,193.8
8.6,50,14,89,64,10.1,No,10,68563,79,207.8
6.1,50,18,87,54,8.9,Yes,17,50416,73,305.4
7.1,50,19,89,60,9.7,No,14,50587,65,247
6,50,21,84,54,9.8,Yes,19,42418,68,292.4
7.7,50,8,91,57,8.2,No,13,52642,70,189.6
7.9,50,7,90,49,7.6,Yes,13,54652,70,198.6
8.4,50,6,91,65,8.1,Yes,11,63341,69,145.9
8.8,50,6,93,54,7.7,Yes,11,59305,76,205.3
7.7,50,14,83,46,7.4,No,10,55005,76,164
4.2,50,19,80,40,5.1,No,28,31256,47,215.8
8,50,11,90,63,7,No,11,65942,72,181.4
8,50,22,88,59,9.8,No,13,60593,78,153.4
7.5,50,15,89,53,6.8,Yes,14,61709,74,161.8
8,50,12,91,61,5.3,Yes,14,56318,79,165
8.6,50,12,88,61,7.4,No,11,55152,77,173.9
8.8,50,12,90,62,6.6,No,9,55539,76,182.8
7.7,50,11,90,49,7,Yes,13,63785,77,150.7
8.4,50,7,93,69,7.9,Yes,10,61880,67,150.4
7.8,51,10,86,58,9.7,No,14,61973,80,205.9
6.7,51,9,86,60,10.6,Yes,16,61571,66,188
8.1,51,15,90,61,5.8,No,10,54642,68,140.2
7.8,51,9,88,61,6.7,Yes,12,61538,69,178.5
7.1,51,27,69,42,7.6,Yes,15,45652,70,173.9
5.4,51,18,82,40,8.2,No,17,44661,79,239.6
5.9,51,17,84,44,8.2,No,19,39305,58,256.3
6.5,51,15,83,56,9.1,No,16,49388,73,281.4
8.5,51,14,91,73,6.7,No,7,66806,81,184.1
7.1,51,18,78,49,6.8,Yes,10,56022,71,161.9
7,51,7,89,55,9.7,No,13,53503,78,171.1
8.1,51,8,89,50,9.4,No,12,66613,74,172.4
7.6,51,6,90,59,7.9,No,14,49737,72,204.3
8.6,51,5,94,69,7.9,No,10,65006,74,171.7
6.8,51,9,92,60,8.3,Yes,12,60899,73,176.3
7.6,51,10,91,61,8.8,Yes,14,55287,76,163.5
6.6,51,8,84,49,8.6,No,18,45298,66,199
7.4,51,8,79,54,8.3,No,18,39993,78,222.1
6,51,11,77,36,9.4,Yes,22,38415,62,261.6
7.4,51,6,95,74,5.8,No,14,59408,79,144.5
7.9,51,8,90,59,8.8,No,14,54974,77,215.8
8.3,51,8,91,61,8.9,No,12,68959,85,205
8.2,51,10,93,66,6.5,No,11,52271,80,121.7
7.8,51,7,94,71,6.8,No,11,59365,82,133.3
8.9,51,6,93,71,7.1,No,7,62766,83,154.3
8.2,51,7,96,67,6.7,No,9,57302,86,151.2
8.6,51,6,94,64,6.9,No,8,66861,81,130.4
6.7,51,16,87,61,9,No,18,50611,79,228.2
6.9,51,17,77,49,9.3,No,17,50116,75,235.6
6.2,51,17,82,54,8.7,Yes,22,37771,80,230.4
7.6,51,13,91,49,6,No,10,50533,73,172.7
7.4,51,9,91,65,8.1,No,13,61283,68,144.9
8.3,51,9,94,71,6.9,Yes,13,52534,87,153
7.9,51,8,95,77,6.8,Yes,10,56484,75,146.2
7.4,51,10,88,40,4.9,No,12,57923,72,172.5
7.9,51,8,90,59,9.1,Yes,11,65563,69,224.7
7.4,51,13,90,60,9.1,No,14,65418,82,144.4
8,51,14,92,64,7.7,No,14,58607,76,152.2
8.3,51,7,91,48,9.5,No,12,64142,73,184.1
7.7,51,11,86,51,8.8,No,15,47794,74,199
7.5,51,7,92,66,9.3,Yes,13,65582,79,192.2
7.5,51,8,91,60,8.9,Yes,12,52458,76,186.5
6.7,51,15,91,60,7.1,Yes,15,54007,53,205
7.4,51,7,89,52,8.5,Yes,15,45256,73,232.8
7.7,51,13,83,55,7.7,No,12,42082,70,292.1
7.3,51,15,84,52,8.3,No,10,52202,75,169.6
7.4,51,15,83,47,8.1,No,13,58593,71,260.5
6.6,51,13,87,45,8.5,No,16,41598,75,271
7.5,51,21,88,49,9.2,Yes,14,63813,79,155.1
7.4,51,22,81,51,9.3,No,15,56101,70,188
6.5,51,25,78,45,9.6,No,15,52973,68,214.9
6.1,51,8,87,42,7.8,Yes,16,47322,81,191.2
7.1,52,15,79,43,8.5,No,16,40448,71,260.6
7.2,52,12,89,58,8.5,No,16,52293,68,192.3
4.1,52,12,78,42,9,No,20,33712,78,273.9
7.1,52,18,86,56,9.7,No,13,64980,68,225.5
7,52,17,88,65,8.4,No,15,48629,54,175.4
6.3,52,17,85,56,9.2,No,14,64554,69,222.7
7.5,52,21,75,43,5.8,Yes,16,44520,65,235.2
7.7,52,13,90,69,9.2,No,10,84121,75,192.7
7.3,52,18,78,44,8.3,No,18,38306,75,184.2
7.2,52,16,84,56,8.7,Yes,16,42653,58,225.2
5.1,52,17,72,20,8.2,Yes,18,38161,70,157.1
7.5,52,17,89,55,5.6,No,10,58658,81,150.8
7,52,8,87,69,9.3,No,16,45793,74,194.8
8.8,52,6,93,67,7.7,No,9,56291,81,203.8
9,52,5,94,73,8.6,No,9,54822,77,180.1
9.1,52,4,95,65,9.1,No,7,68592,80,150.7
8.6,52,7,85,52,7.6,Yes,10,69923,69,197
8.4,52,16,87,71,6.8,No,10,51756,78,189.3
6.8,52,8,83,60,7.9,No,20,40455,71,214.1
8.1,52,8,89,67,8.8,No,13,50258,79,267.2
3.8,52,9,71,29,8.8,Yes,25,32813,57,262
6.5,52,10,77,42,9.6,Yes,17,39153,69,262.3
8.1,52,9,87,56,8.8,Yes,13,56526,78,193.6
7.3,52,18,85,47,8.8,No,15,48101,71,228.8
7.5,52,10,94,67,6.1,Yes,10,46766,75,210.3
7.8,52,6,89,55,6.6,No,14,54440,76,192.7
7.6,52,5,91,64,6.8,Yes,14,57570,56,181.3
6.2,52,5,88,60,6.9,No,14,52482,67,189.2
8.2,52,14,87,63,8.4,Yes,13,54868,73,162
7.8,52,15,89,60,6.1,No,14,50481,77,170.8
8.5,52,7,91,58,7.7,Yes,11,73023,76,145.6
6.2,52,10,89,54,6.5,Yes,17,50819,75,150.5
7.5,52,13,86,62,8.7,Yes,11,52667,73,196.2
4.6,52,21,83,47,5.3,No,20,40429,60,223.6
8.1,52,10,90,67,6.8,No,10,72325,73,182.9
7,52,16,82,43,7.6,Yes,17,49532,70,202.3
6.9,52,16,89,58,10.4,No,16,69151,81,247.9
6.2,52,25,81,43,8.3,Yes,16,56028,77,205.2
6.6,52,17,88,57,10.4,Yes,17,61323,74,280.7
7,52,10,92,69,5.7,No,15,51902,72,192.6
8.8,52,12,85,56,6.8,No,9,62609,74,148.1
7.3,52,15,85,51,12.2,Yes,15,48979,66,138.6
8.2,52,9,83,54,6.3,No,11,45624,81,175.3
6.5,52,8,88,57,7.6,No,14,44526,74,243.6
7.9,52,7,92,64,8.5,No,11,53309,74,141.8
8.3,52,9,91,62,7.9,No,10,63671,71,145.6
8.9,52,7,91,61,6.6,No,9,65981,83,192.8
6.9,53,16,86,63,5.4,Yes,15,42531,71,156.4
7.2,53,11,89,63,5.9,Yes,16,46235,67,207.3
8.8,53,9,99,85,4.7,No,10,74492,72,97.3
7.6,53,14,79,33,7.7,No,16,48260,66,157.9
3.6,53,11,94,68,9.1,No,17,51811,24,160.3
8.5,53,7,92,66,9.3,Yes,11,57952,70,160.1
7.6,53,12,82,46,8,No,11,56707,69,141.6
9.2,53,6,91,63,8.9,No,7,66364,83,162.9
7.8,53,11,92,66,8.1,Yes,13,56755,73,159.1
7.8,53,14,89,67,6.5,No,11,60414,79,172.9
7.8,53,15,96,75,6.1,No,9,58186,80,147.7
5.3,53,8,73,50,7.7,Yes,27,30745,69,327
5.8,53,8,92,48,9.4,Yes,16,53064,71,189.7
7.6,53,12,93,68,5.3,No,14,52079,70,164.4
6.7,53,10,86,53,6.7,No,14,51147,81,147.5
6.3,53,17,87,59,10,No,19,49115,73,226.2
7.1,53,14,86,50,8.7,No,14,48258,71,176.3
7.2,53,16,82,48,8.1,No,17,43785,73,292.7
7,53,15,80,48,9.3,No,18,47372,70,243.6
8,53,12,90,58,8.8,No,13,69678,80,159.1
5.7,53,19,88,53,8.5,No,18,40817,62,162.3
8.3,53,15,84,50,6.4,Yes,10,72907,69,181.7
7.3,53,12,87,44,4.9,Yes,11,60180,73,178.2
8.1,53,12,87,51,5.5,Yes,14,47400,77,146.8
8.1,53,6,91,62,7,No,10,66068,73,163.7
8,53,5,89,58,6.4,Yes,13,58439,73,178.5
6.6,53,15,82,54,8.2,No,16,48729,75,168.1
9.1,53,10,92,60,5.3,No,5,64594,74,139.8
8.8,53,11,89,68,6.5,No,7,57509,73,165.1
6.6,53,20,87,62,8.5,Yes,13,55826,64,239.4
6.6,53,11,88,57,18.8,No,15,49675,64,153.5
7.7,53,7,88,50,8.1,No,13,48794,77,184.1
7.6,53,12,82,51,8.3,No,17,41717,72,200
8,53,15,78,45,6.7,No,12,44792,70,253.2
8.4,53,12,87,64,8.5,Yes,9,63019,81,167
8.4,53,9,92,72,8.5,Yes,10,77822,76,167.7
7.7,53,19,76,40,9.5,Yes,13,56006,73,244.9
8.1,53,18,84,56,9.3,No,12,62600,80,186.5
6.9,53,24,80,56,9.5,Yes,16,50778,70,217
6.6,53,25,72,36,7.3,Yes,12,52792,74,171.7
7.9,53,15,90,52,5.7,No,13,60316,74,153.9
8.5,53,10,80,47,6.9,No,11,55870,64,187.8
7,53,11,90,58,4.2,No,13,54555,78,180.8
5.7,54,14,86,51,6.3,Yes,17,46678,70,196.7
6.5,54,9,89,56,9.7,No,17,46464,59,231.7
4.5,54,9,82,61,8.9,Yes,23,35167,46,174.2
6.9,54,9,89,39,5.6,No,14,52414,76,153.5
7.8,54,10,90,21,5.6,No,12,50169,72,144
7.1,54,22,78,39,8.3,No,19,42583,58,219.9
6.4,54,18,84,50,9.6,No,15,47423,62,268.1
7.3,54,18,87,47,9.2,No,13,61857,77,176.8
7.6,54,15,87,59,9.5,Yes,11,71390,76,201.8
7.9,54,7,90,62,9.3,Yes,11,58209,73,197.4
8.4,54,7,86,61,9.5,No,11,57632,77,202.8
7.8,54,8,89,56,9.3,No,14,55736,78,226.2
8.5,54,8,88,63,9.3,No,11,57964,75,207.6
8.3,54,11,89,51,9.1,No,11,70662,78,210.4
8.6,54,6,93,70,7.3,Yes,8,63164,76,164.3
7.9,54,7,87,49,9.1,No,14,56274,70,203.5
7.8,54,8,90,39,9.2,No,15,51970,84,200
5.2,54,9,88,56,9.9,Yes,18,55124,53,300.8
7.5,54,9,89,52,8.8,No,14,51757,76,190.2
8,54,6,94,71,7.6,No,11,58578,73,146.7
8.2,54,11,93,68,8.5,No,11,69387,79,180.3
6.6,54,14,85,56,7.7,Yes,14,52850,71,206.5
6.7,54,15,80,47,8,No,18,42683,76,279.3
4.9,54,17,81,39,8.5,No,21,43848,75,220.5
7.8,54,10,95,75,5.1,No,9,56657,69,132.4
7.4,54,13,87,53,9,No,13,63162,73,189.2
8.6,54,4,90,63,6.7,No,11,62329,78,148.8
6.6,54,14,84,54,6.9,No,16,46632,67,167.9
6.9,54,14,83,55,8.3,Yes,15,50388,70,186
9.2,54,7,92,72,7,No,6,65530,70,146.8
9.8,54,6,94,77,7,No,5,70384,73,136.3
8,54,11,90,56,8.9,No,14,55699,75,195
7.6,54,16,89,50,10.9,No,14,49954,75,248.8
7.1,54,9,94,62,6.7,No,14,51506,72,149.4
8.1,54,8,90,54,6.7,No,12,55787,73,183.8
8.1,54,8,91,48,8,Yes,13,52856,75,176.8
7.3,54,15,86,61,5.7,No,13,58061,73,177.7
5,54,16,97,53,4.8,No,10,49156,69,149.9
3.9,54,20,88,43,5.1,No,23,31599,56,136.8
6.4,54,14,83,46,7.9,No,17,45724,74,215.8
7.4,54,18,86,54,9,No,14,54284,71,202.4
5.3,54,20,81,50,9.4,Yes,14,58470,74,177.1
6.6,54,22,81,45,9.9,Yes,15,45894,72,211.6
6.1,54,27,74,46,7.5,Yes,18,44847,72,208.3
6,54,22,81,47,9.8,No,18,45989,70,193.8
5.5,54,14,94,79,7.6,No,14,73776,83,167.4
8.6,54,8,92,70,8.4,Yes,10,55779,69,149.5
7.9,54,7,95,70,5.7,No,14,48614,79,188.7
8.9,54,7,94,65,7.5,Yes,9,65258,80,149.9
7.3,54,11,92,66,6.3,No,13,50319,73,161.6
6.9,55,13,86,63,8.6,No,16,54203,68,271
6.8,55,13,85,52,8.6,No,18,43544,74,272.6
7.4,55,12,85,61,8.8,No,14,70850,77,241.2
4.2,55,17,84,52,5.6,Yes,21,46698,70,159.1
5.3,55,10,86,52,8.3,Yes,16,51186,66,215.5
6.3,55,11,85,54,10,Yes,17,54534,76,217.4
5.1,55,10,97,78,5.6,Yes,11,49179,74,187.1
7.5,55,20,82,36,8,No,17,41756,75,254.1
