Food Environment Index,% With Access to Exercise Opportunities,% Uninsured,% Completed High School,% Some College,Average Daily PM2.5,Presence of Water Violation,% Food Insecure,Median Household Income,% Homeowners,Value
6.7,76,13,88,66,8.4,No,16,44959,49,259
7.5,76,16,79,42,8.4,No,16,44019,64,211.2
8.1,76,7,88,60,9.7,No,11,57413,67,225.6
7.5,76,7,92,68,10.3,No,11,61863,66,188.1
8,76,6,92,72,8.2,No,10,56091,66,165.8
9.1,76,5,94,70,8.1,Yes,8,70656,78,183.5
8.6,76,6,93,62,8.1,No,10,52739,70,190.4
7.6,76,7,90,66,9.1,Yes,14,54948,67,199.6
7,76,9,90,68,10.5,Yes,14,53225,64,194
7.2,76,8,90,66,9.2,Yes,14,56346,71,216.7
7.2,76,9,83,46,7,No,18,39971,83,177.1
8.3,76,5,94,78,8.1,No,8,75827,73,122.4
6.1,76,16,92,82,9.2,No,16,55786,61,216.1
6.7,76,15,91,63,8.2,No,15,49175,62,158.3
9,76,8,97,83,3.5,Yes,7,70029,61,133.3
8.2,76,9,94,62,6,No,12,54324,70,234.3
7.6,76,11,91,70,7.1,No,13,56970,68,168.7
7.5,76,11,94,68,7.3,Yes,11,84317,74,129.9
4.6,76,13,89,42,7.1,No,15,50069,73,189
8,76,4,91,64,6.1,No,13,60165,66,161.8
7.9,76,5,89,64,6.5,Yes,12,58696,69,172.4
6.9,76,14,89,68,9.2,No,13,56158,62,143.8
7.2,76,16,85,60,8.2,No,14,57025,65,155.2
7.9,76,7,94,78,8.6,No,12,71673,66,167.9
8,76,7,87,53,9.2,No,13,64412,74,203.9
6.4,76,9,94,64,7.5,No,12,63088,75,131.5
7.3,76,11,92,72,7.2,No,9,56993,60,173.8
7.9,76,13,94,55,3.6,Yes,11,66654,83,140.7
7.3,76,18,92,54,8.8,No,18,67984,84,171.4
7.8,76,9,93,72,5.3,Yes,12,70463,62,121.4
7.7,76,8,88,65,7.8,No,15,44161,62,184.4
8.3,76,16,92,62,5.2,No,12,58532,73,168.9
6.7,77,15,91,72,5.9,Yes,15,57146,61,108.9
6.8,77,13,87,59,5.6,Yes,15,50390,55,149.9
8.5,77,6,94,70,4.5,Yes,10,79512,76,137.9
7.6,77,12,91,67,8.8,No,12,71583,77,156
7.9,77,19,88,56,7.7,No,15,44730,78,178.6
7.7,77,16,89,58,9.5,No,9,61332,67,162.7
8,77,12,94,68,13.2,Yes,11,66959,71,144.1
8,77,7,94,69,8.1,No,10,78732,75,170.1
8.2,77,6,92,63,6.9,No,10,54767,72,234.6
8.7,77,7,93,61,8.3,No,9,57133,73,189.5
7,77,8,81,56,8.1,Yes,19,34559,68,310.7
8.1,77,3,95,77,5.6,No,8,73864,68,139.3
7.4,77,9,94,57,5.7,No,15,48975,78,182.9
8.8,77,5,96,75,9.3,Yes,9,87686,85,186.6
8.9,77,7,93,70,5.7,Yes,8,81132,73,146.9
9,77,6,95,75,5.2,Yes,7,96775,78,143.7
8,77,13,76,46,8,No,11,66780,68,201.1
8,77,5,94,82,6.2,Yes,12,65308,54,130.1
8.4,77,6,95,80,7.5,No,8,55495,49,158.8
8.8,77,7,93,71,9.8,No,8,69546,70,169.2
7.3,77,11,92,73,9.4,No,12,57886,65,180.7
5.7,77,25,87,50,9.5,No,18,51461,82,180.4
7.9,77,22,77,52,8.2,Yes,12,62669,65,217.2
6.3,77,23,86,48,9,Yes,17,60706,78,139.4
7.9,77,21,75,50,7.7,No,12,64612,68,171.4
5.8,77,24,70,59,8.7,Yes,15,54346,65,172.4
9.2,77,7,95,82,7.1,No,7,91711,72,119.4
6.8,77,8,89,57,7.8,Yes,12,52305,73,224.4
7.8,77,9,87,39,6.5,Yes,14,48306,71,173.7
9.3,77,5,95,74,7.5,No,6,79046,81,147.7
8.6,77,6,92,66,7.8,No,8,69280,71,160.9
7.8,77,15,94,73,4.7,No,14,48864,71,170.6
7.4,78,9,80,61,10.3,Yes,14,65791,59,147.2
7.9,78,11,90,58,5.7,Yes,11,55717,66,132.3
9.1,78,14,88,54,5.7,No,8,57385,72,144.6
8.7,78,11,87,62,9.6,Yes,8,77937,75,121.3
7.9,78,22,92,62,8.3,No,11,68584,59,124.6
8.3,78,19,86,55,8,No,13,63822,73,162.3
7.5,78,6,91,65,10.4,No,13,57601,69,174
8.9,78,6,93,66,8.4,No,9,58502,74,187.7
8.1,78,6,91,64,7.7,No,11,48862,72,185.5
8.6,78,17,80,68,6.8,Yes,9,67764,68,181.8
6.2,78,7,69,42,8,No,24,30575,69,254.8
8.7,78,4,93,72,8.9,Yes,10,104817,82,159.6
6.7,78,7,91,65,7.9,Yes,15,48721,70,222.2
9.2,78,8,91,70,8.7,No,8,66204,81,152.2
7.4,78,11,95,80,8.9,No,13,62673,56,146.7
8.3,78,8,96,79,8.8,Yes,10,86924,67,142.5
7.8,78,10,92,66,6.4,No,10,53357,67,146.4
7.8,78,10,90,55,5.5,No,14,47362,67,213.4
8.6,78,10,90,59,7.5,Yes,10,62776,72,156.3
8.7,78,9,93,69,6.2,Yes,10,77022,70,147.8
8.8,78,8,92,72,3.4,Yes,9,79222,66,144.5
8.8,78,6,93,73,7,Yes,8,87220,80,197.7
8.5,78,5,90,64,6.4,Yes,9,78724,68,157.8
8.9,78,4,94,78,7.7,No,8,83427,72,144
7.5,78,15,91,64,7.2,No,13,60550,74,143.1
8.3,78,10,90,57,6.6,Yes,13,57533,70,126.1
7.8,78,6,94,71,10,Yes,11,56649,73,198.5
7.9,78,7,92,59,7.6,Yes,13,52177,70,226.1
7,78,7,91,63,8.8,Yes,13,55181,67,165.4
8.1,78,6,93,59,7.6,Yes,12,52729,78,170.2
8.6,78,4,92,70,6.1,No,9,82413,70,165.2
7.6,78,10,91,66,5.9,Yes,11,53664,60,156.8
4.3,78,33,49,51,5.8,Yes,24,39967,54,100.6
8.7,78,5,95,81,6.5,No,10,80539,63,123.1
9.2,78,7,94,75,8.2,No,6,97717,83,146.4
8,78,6,95,73,4.6,Yes,10,76814,68,141.1
7.9,78,7,94,72,10.4,Yes,13,60827,63,138.3
8.2,79,9,93,78,10.2,No,11,88444,80,157.9
8.6,79,12,97,78,5.2,Yes,11,77099,60,64.7
7.2,79,16,86,62,8.1,Yes,11,63018,64,154.2
7.5,79,12,94,63,5.4,Yes,10,55583,83,121.1
8.1,79,6,96,79,9.9,Yes,10,71919,65,167.4
8.3,79,8,92,69,9.9,No,10,76868,73,177.8
8.9,79,5,94,71,8,No,9,52706,78,177.4
8.2,79,21,77,32,6.2,No,10,61342,77,174.7
7.4,79,8,88,62,9.1,Yes,14,67610,67,143.8
8,79,6,93,69,9.2,No,11,70526,72,214.4
6.3,79,9,75,34,9,Yes,22,33841,56,321.6
6.9,79,10,81,37,9.6,Yes,17,42991,67,274.6
7.5,79,7,92,66,7,Yes,14,62481,76,174.4
7.7,79,11,88,49,7.3,No,14,52388,83,173.6
7.9,79,10,97,75,4.7,No,10,58561,77,98.1
7.6,79,7,93,75,6.1,No,9,63255,69,124.5
8.9,79,7,91,60,8.7,Yes,7,74301,74,112.6
5.8,79,15,89,70,9.6,No,21,42082,58,204.9
8.6,79,8,95,68,8.4,Yes,8,58374,69,169.9
7.6,79,10,92,72,6.9,No,12,68925,66,150.7
8.1,79,8,94,72,6.2,No,13,62948,67,138.6
6.9,79,9,91,64,5.9,Yes,11,71991,80,143.1
7.9,79,5,90,67,6.9,No,13,52510,65,168.3
8.1,79,24,82,57,7.1,No,13,40246,69,222.8
7.8,79,10,90,66,19.1,Yes,13,57334,64,122.6
8.7,79,8,87,59,8.6,Yes,9,70057,71,168.8
8.1,79,6,92,53,7.1,Yes,14,52359,74,202.7
8.7,79,6,91,67,9.7,Yes,9,73903,71,153.6
7.2,79,12,90,70,9,No,12,61478,64,187.8
9.1,79,6,95,85,8.7,Yes,7,118257,79,127
6.8,79,17,91,69,9.7,No,15,53639,54,173
8,79,16,89,67,10.6,Yes,11,83576,73,175.4
8.3,79,17,90,68,10,Yes,12,77511,62,122.4
6.6,79,19,80,44,7.9,Yes,16,58445,66,236.6
8.5,79,17,94,72,9,Yes,11,103216,76,152
7.4,79,23,88,81,7.5,No,15,64931,80,225.6
6.4,79,22,83,46,9.9,Yes,19,47685,76,210.1
8.6,79,26,69,47,7.4,Yes,9,67132,77,203.4
8.7,79,9,90,61,7.3,Yes,11,55983,76,210.4
8,79,10,85,57,7.5,No,12,47968,63,191.4
7.6,79,9,96,67,6.3,No,13,66386,78,135.3
8.9,79,7,93,71,8.2,Yes,8,93589,68,124.5
7.8,79,13,93,60,4.9,Yes,11,85022,75,170.5
8.3,79,14,93,58,6.9,Yes,13,71246,77,192.2
7.4,80,10,77,57,17.1,Yes,15,61401,54,175.9
8.4,80,15,88,68,4.7,No,9,55430,72,112.3
8.7,80,8,97,72,5.5,Yes,10,62845,81,124.4
6.8,80,17,91,56,7.5,Yes,14,58368,82,112.9
6.7,80,16,92,61,7.3,Yes,12,67054,76,144.6
8.6,80,12,93,72,9.6,No,9,87489,79,120.2
7.5,80,15,88,63,9.5,No,10,65269,65,216.1
8.3,80,18,88,66,10.1,No,8,73460,66,120.1
9.7,80,16,93,77,4.7,No,5,74935,78,101.3
7.3,80,8,92,71,10.2,No,11,68546,58,159.8
8.1,80,6,93,70,10.3,Yes,9,69874,76,167.8
6.9,80,11,90,68,9.3,No,14,49482,65,186.8
7.7,80,8,93,68,8.7,No,11,76429,67,174.1
7.6,80,8,90,68,9.1,No,12,59911,62,209.5
6.1,80,10,87,57,10.7,Yes,16,43216,61,171
7.7,80,7,90,65,9.3,No,10,69889,80,203
6.7,80,13,81,49,7.2,No,16,55402,72,207
9.2,80,3,93,70,6.1,Yes,6,88420,77,134.5
7.2,80,13,93,70,7.6,No,15,46934,56,200.2
8.2,80,11,90,42,6.3,No,10,52904,62,166.2
7.8,80,13,93,66,7.5,Yes,13,61650,69,207.6
7.2,80,9,89,56,10.4,No,15,54507,67,208.9
8.1,80,7,93,68,9.5,No,11,74987,75,179.8
7.7,80,7,91,61,9.4,Yes,13,50373,75,211.5
8.5,80,8,88,55,9.4,Yes,10,63605,71,188.6
8.1,80,6,95,72,6.9,Yes,10,59349,78,179.7
8,80,14,93,63,8,No,8,76515,75,96.2
8.1,80,10,92,66,7.7,Yes,11,62123,66,149.5
7.9,80,11,90,65,6.4,Yes,11,57075,69,169.8
6.6,80,34,68,54,5.8,Yes,13,55253,77,156.6
7.1,80,24,79,67,9.1,Yes,15,48522,62,150.9
8,80,9,95,80,9.1,Yes,11,81804,68,158
8.2,80,6,93,68,7.6,No,9,64653,66,134.8
7.5,81,14,86,64,8.4,Yes,14,57712,53,346.7
7.5,81,10,91,67,7.8,No,15,56071,57,161.1
6.3,81,10,70,54,13.5,No,19,47599,58,132.3
6.5,81,11,88,26,5.4,Yes,19,50688,60,196.2
6.4,81,10,90,61,6.1,Yes,14,50885,65,134
8.5,81,10,95,76,7.9,No,9,73324,70,137.8
8.4,81,8,87,60,9.6,No,9,82318,82,162.9
8.2,81,7,95,80,8.3,Yes,11,64387,53,141.3
8.1,81,6,90,65,9,No,9,61607,69,176.7
5.7,81,10,96,83,8.4,No,14,56333,44,144.1
7,81,7,80,40,8.8,No,19,36421,66,300.8
7.6,81,8,92,43,6.1,No,14,51126,80,173
9.1,81,6,94,73,9.3,Yes,7,92471,75,168.7
7.6,81,12,89,65,6.9,No,15,50492,73,165
7.2,81,13,89,63,6.9,No,16,49373,75,172.4
9.4,81,6,95,80,7.1,No,6,61338,52,119.5
7.6,81,8,92,65,10.9,No,12,69049,69,169.4
8.2,81,8,92,62,9.8,No,12,63699,72,200.8
8.2,81,10,85,58,10.1,Yes,11,64990,61,123.7
9,81,6,94,78,8.8,Yes,6,107491,75,145.3
8,81,7,91,64,8.3,Yes,13,56911,64,215.4
7.7,81,18,91,59,6.9,No,12,55055,74,168.9
7.4,81,10,96,79,4.7,Yes,10,64542,59,148.6
8.5,81,28,78,35,6.5,No,11,48259,77,184.4
8.4,81,21,80,48,7.5,No,11,57257,75,208.6
7.6,81,9,94,76,9.4,No,12,65391,63,147.8
8.1,81,10,88,66,9.1,No,12,61281,64,136.3
8.1,81,7,93,66,7.6,Yes,11,41312,68,209.2
8.6,81,5,95,79,7.8,No,9,63298,63,147.9
8.8,81,7,94,73,6.6,No,8,70727,71,155.5
8.3,82,11,94,72,5.4,Yes,11,84577,62,132.2
6.3,82,15,87,52,5.8,Yes,18,49280,75,176.4
6.3,82,18,75,55,8.7,Yes,18,54278,69,133.4
7.4,82,8,90,69,13.8,Yes,14,54718,59,168.3
7.4,82,9,75,49,19,Yes,14,58583,59,197.6
9.2,82,9,82,57,7.1,Yes,7,91185,65,118.6
8.1,82,10,81,57,17.6,Yes,10,65984,60,189.6
8.6,82,10,98,77,4.9,Yes,10,68214,65,123.9
7.9,82,13,92,67,8.5,No,11,72520,77,144.7
8,82,13,92,40,8,Yes,12,60278,89,130.9
7.1,82,22,84,51,8.2,No,15,66066,73,188.4
7.2,82,9,95,85,6.2,Yes,13,53727,42,238
8.2,82,9,90,60,9.2,No,11,65555,73,198
7,82,12,87,63,11.1,No,14,56185,55,179.6
8,82,10,89,55,9.4,Yes,12,60887,88,266.9
7.7,82,9,90,71,9.1,Yes,12,67462,79,162.3
8.6,82,4,96,66,6.5,Yes,7,76287,80,132.2
8.5,82,5,96,65,6,No,7,80459,72,121.5
8.3,82,6,93,72,8.3,No,9,77465,78,145.5
9,82,5,93,70,8.6,Yes,8,73474,75,152.1
8.8,82,7,95,80,10,Yes,8,90567,82,148.9
9.5,82,5,95,81,7.9,Yes,6,113611,84,129.9
8.4,82,8,93,71,8,No,9,80412,73,171.7
8.4,82,10,93,85,8.7,No,12,82732,64,105.7
7.6,82,7,92,65,9,No,13,66252,70,192.5
8,82,12,91,66,10,Yes,11,75452,76,179
8,82,12,92,71,10.1,Yes,12,64011,64,178.6
8.7,82,8,94,75,8.7,Yes,9,62795,62,147.9
8.1,82,13,89,70,7.9,No,9,62475,68,149.5
7.6,82,32,75,54,6.8,Yes,15,47885,75,232.2
6.6,82,22,85,57,9.9,Yes,17,51394,59,232.4
7.3,82,15,94,72,5.6,Yes,13,71904,70,106.2
9.2,82,6,94,68,7.6,No,8,64104,70,162.6
7.9,82,14,95,66,7.3,No,11,59947,68,149.1
8.7,83,6,94,70,12,Yes,9,87792,76,128.4
7.4,83,12,93,77,7.3,No,13,61403,53,145.5
7.2,83,16,90,62,8.3,No,13,52332,73,158.6
7.2,83,17,91,62,7.2,Yes,13,55463,71,174.5
8.7,83,17,88,65,8.4,No,11,75081,81,157.6
7.5,83,9,93,78,9.5,No,14,61808,55,156.3
6.6,83,11,82,36,9.1,Yes,17,47236,61,238.5
7.5,83,12,82,54,5.1,No,13,42319,62,215.4
8,83,4,92,69,8.7,No,12,54963,72,207.8
7.3,83,13,92,71,5.9,Yes,14,63475,72,173.8
8.6,83,5,94,74,10.4,No,9,90600,78,161
8,83,9,92,67,9.5,No,11,66973,65,116.3
9,83,5,94,73,9.6,Yes,7,92441,78,135.3
8.7,83,3,95,77,5.4,Yes,7,83925,75,148
8.5,83,13,92,75,6.8,No,9,72451,62,132.2
7.4,83,11,94,80,6.6,Yes,12,49834,54,171.1
8,83,12,94,72,5.2,Yes,11,56366,64,141.3
5,83,14,85,56,7.1,No,18,44786,72,219.5
7.3,83,13,89,63,9,No,12,50870,55,204.6
0.6,83,22,81,59,6.9,No,23,44430,62,177.7
7.6,83,17,89,67,10.8,Yes,12,85348,71,171.3
8.4,83,11,95,63,5.1,Yes,11,54619,79,179.8
7.6,83,15,94,66,5.3,Yes,12,65901,71,164
8.1,83,14,93,62,5.4,No,11,70583,75,179.1
7.4,84,13,89,68,5.6,Yes,13,56551,64,137
6.9,84,15,92,61,6.3,Yes,14,58860,73,138.7
7.7,84,9,86,54,9.2,Yes,15,52345,68,161.5
8.7,84,7,92,70,8.6,Yes,9,79455,63,111.7
7.8,84,6,93,69,6,Yes,12,77202,67,144.5
8.4,84,14,92,72,9.7,No,9,90675,76,149.5
8.7,84,5,95,75,9.5,No,8,69559,74,151.8
7.5,84,12,90,68,8.1,No,12,59789,62,171.9
8.3,84,20,70,43,7,No,9,54330,62,179.9
7.2,84,8,74,35,8,No,19,40773,75,173.1
7.5,84,8,93,65,6.2,Yes,15,49414,78,195.7
7.1,84,9,89,56,7.3,No,16,43450,81,228.4
8.8,84,5,95,78,7.6,No,9,74266,67,125.2
8.7,84,12,86,56,5.2,No,9,80894,76,203.5
8.6,84,8,89,68,10.6,Yes,10,71718,66,183.7
7.8,84,9,93,66,7.4,No,11,75829,78,201.5
8.2,84,7,92,69,6.4,Yes,9,78181,80,202.6
8.3,84,4,92,78,7.9,No,10,70629,56,165
8.7,84,6,89,65,8.8,No,9,94874,68,147.4
8.2,84,8,92,65,6.5,Yes,12,63238,61,134.8
8,84,9,93,62,7,No,13,58779,66,149.1
9.5,84,7,96,77,6.6,No,6,86972,76,119.8
9.1,84,11,95,60,4.8,No,7,76413,82,87.7
8.2,84,23,82,51,6.7,No,12,65718,67,200
8.3,84,10,92,62,8.6,No,10,79101,81,160.9
8.1,84,10,92,61,9.1,Yes,11,72091,75,171.4
7.6,84,7,92,65,9.4,No,10,66138,68,168.1
8.9,85,16,89,59,4.8,Yes,8,79958,68,135.5
7.3,85,14,92,70,5.4,No,12,65871,76,158.6
8.5,85,5,93,62,8.4,No,9,57659,70,186.3
8.8,85,6,92,72,8,No,8,67821,67,164.1
7.5,85,9,92,67,9.7,Yes,12,56191,66,170.2
5,85,9,74,41,7.6,Yes,25,30202,63,296.4
8.3,85,6,94,72,10.1,No,9,82393,76,150.3
7.9,85,6,91,71,10.3,No,11,66015,68,157.9
8.8,85,4,91,69,6.6,Yes,8,77931,66,139.6
8,85,15,77,52,7.6,No,12,61220,66,142
7.9,85,13,85,57,6.2,No,12,54110,62,146.2
6.9,85,13,90,55,5,Yes,12,49115,76,152.1
8,85,4,91,75,7.4,No,11,61358,63,131.7
7.8,85,8,90,66,8.2,No,12,59954,72,160
7.6,85,11,92,62,7.3,No,14,53883,67,130.7
6.5,85,7,84,28,7.5,No,15,40667,83,182.1
7.5,85,16,87,50,7.5,No,16,44392,74,193.3
8.3,85,18,84,59,8.3,Yes,11,92117,67,163.7
8.6,85,8,96,76,8.4,No,9,92253,78,160.8
9.2,85,4,97,83,6.5,Yes,6,83274,75,144
7,86,10,93,59,11.3,Yes,16,45113,69,168
6.4,86,14,89,64,4.6,No,11,61518,77,65.8
8.3,86,5,95,76,7.8,Yes,10,89970,74,142.7
7.4,86,16,90,60,8.1,Yes,12,58501,75,153.5
8,86,17,89,58,7.9,Yes,12,63328,74,128.3
8.7,86,11,93,83,9.5,No,7,116690,84,126.3
7.8,86,8,88,60,9.8,Yes,12,54971,66,185.7
8.9,86,6,97,87,8.2,Yes,8,96359,77,125.9
8.8,86,5,94,71,8.8,No,9,67038,70,169.3
8.2,86,6,97,87,8.2,No,9,61341,54,128.5
7.7,86,16,84,42,6.1,No,11,56878,64,226.1
8.4,86,7,91,72,8.8,No,11,65012,70,173.4
9.3,86,5,95,81,8.7,No,7,82683,72,145.5
7.1,86,10,92,58,9.1,No,15,57169,78,166
8.4,86,9,96,77,9.7,Yes,10,63409,59,161.1
7.5,86,10,89,63,8.2,No,13,62491,62,134.3
8,86,11,88,62,6.8,Yes,11,61377,67,199
9.1,86,6,95,73,7.9,Yes,7,92739,84,173.9
8.6,86,5,91,68,7.5,No,10,66292,64,178.4
9.3,86,5,90,69,6.8,Yes,6,109084,81,170.6
7.6,86,13,90,71,7.3,No,13,55577,59,134.7
7.2,86,12,93,77,3.5,Yes,14,65615,58,131.8
7.7,86,16,91,61,6.8,No,14,56880,76,137.4
8,86,7,93,70,7,No,11,69853,74,186.2
7.8,86,13,90,74,9.2,No,12,64418,54,180
8,86,15,94,68,9.8,No,12,79290,75,156
6.7,86,23,65,31,9.2,No,15,47007,67,197.6
8.3,86,13,93,71,6.8,No,12,71041,70,190.5
6.7,86,19,89,61,7.9,Yes,16,52974,58,221.9
8.5,86,7,95,73,7.1,No,8,86501,77,121.1
9.2,86,5,95,77,8.6,Yes,6,81659,77,153.6
7.4,86,13,96,85,5,No,13,59179,52,129.8
8.5,87,8,96,79,7.7,Yes,10,80344,66,116
8.5,87,10,92,68,8.5,No,11,64039,74,141.5
7.5,87,12,93,78,6.2,Yes,13,51995,55,125.1
7.4,87,16,90,69,8.5,No,12,56357,56,183
8.9,87,11,96,78,9.3,No,7,98623,81,136.7
9.1,87,5,96,75,7.3,No,8,67477,78,164.1
9,87,6,96,86,8,Yes,8,68790,59,141.2
6.9,87,17,80,52,9.8,No,14,52223,59,188.5
7.9,87,7,91,70,10.2,No,12,62067,62,180.1
7.3,87,10,89,64,8.4,Yes,14,59362,67,198.6
8.7,87,5,93,76,8.9,No,9,105979,74,157.4
8.5,87,5,93,74,6.9,No,10,102537,79,168.3
8.5,87,4,86,63,6.9,Yes,10,71998,63,140.3
8,87,7,90,69,7.8,Yes,12,64870,74,192.2
8.1,87,5,96,86,8.4,No,11,77019,61,162.8
9.1,87,6,94,72,8.5,No,8,74348,79,144.8
5.3,87,12,89,53,4.8,Yes,21,36823,73,183.2
7.7,87,14,90,75,9,No,12,65619,55,122.9
8.2,87,13,91,77,9,No,11,72340,56,125.9
7.6,87,13,91,77,6.8,No,15,54004,61,144.5
8.7,87,6,95,73,8,No,9,79504,80,156.9
8,87,7,96,84,9.3,Yes,11,66378,57,114.8
7.1,87,13,91,63,4.4,No,13,48927,74,194.8
7.2,87,19,84,63,8.2,Yes,14,60477,58,175
7.2,87,17,90,67,7.1,Yes,14,78465,68,165.7
7,87,18,87,67,7.8,Yes,16,56477,56,213.4
7.9,87,7,91,62,8.9,No,13,53377,72,157.2
6.6,87,10,81,47,6.2,No,12,47167,82,151.8
8.6,87,8,92,70,6.5,No,9,64905,65,177.7
7.4,88,18,89,55,7.4,No,12,66140,73,110.8
8.4,88,14,93,76,8,No,9,81517,66,137.3
8.9,88,7,93,72,8.3,Yes,7,89730,80,148.9
7.8,88,10,95,82,8.8,No,13,65149,51,139.2
9.4,88,2,94,84,8.1,Yes,6,106348,69,116.1
6.7,88,7,93,77,9,No,14,62711,59,159.5
8.2,88,9,93,71,6.1,Yes,10,74950,68,150.7
7.6,88,13,91,68,8.2,No,13,56398,58,173
8,88,12,89,64,8.1,Yes,11,75232,58,183.7
8.4,88,10,93,81,10,Yes,10,88763,64,116.4
8.9,88,7,94,74,10,Yes,8,82539,71,118.2
8.4,88,8,94,73,9.3,No,10,66467,68,120.5
8.2,88,3,91,82,7.1,No,8,94591,70,144.5
6.9,88,24,80,45,6.7,No,16,54141,72,245.4
8.1,88,27,74,39,6.7,No,13,71477,73,238.4
9.4,88,8,98,83,7.6,Yes,8,103746,88,155.2
7.6,88,9,83,49,7.1,No,16,43351,70,217.1
8,89,13,88,67,10.1,Yes,12,71799,63,135.3
8.4,89,12,73,50,7.3,Yes,10,85031,52,109.6
8.2,89,9,94,75,6.2,Yes,10,72459,65,141.5
7.9,89,16,93,62,6.7,No,11,66138,76,110.1
7.9,89,17,90,72,9.1,No,11,69545,56,126.5
8.6,89,8,88,63,8.3,No,9,60553,67,159.1
8.4,89,6,96,81,9.1,No,9,83104,69,131.7
9.5,89,7,94,80,8.7,No,5,115573,76,132.6
7.6,89,8,92,69,9.1,No,13,60715,66,187
7.6,89,9,92,70,9.1,Yes,14,58818,59,133.6
7.8,89,13,94,68,6.7,Yes,11,62214,69,157.7
6.6,89,18,88,71,9.9,No,16,53570,47,167.2
7.8,89,12,93,76,10.1,No,11,91507,68,127.7
10,89,6,94,84,7,No,4,155362,78,103
8.5,89,7,93,68,7.3,No,10,76929,67,144.1
8.6,89,7,91,64,9.1,Yes,10,66562,68,177.1
9.1,90,9,86,66,13.4,Yes,8,92149,65,126.7
8.2,90,8,80,52,17.8,Yes,12,70685,58,157.1
7.4,90,14,90,66,8.7,No,13,55202,57,171.5
8.3,90,11,94,79,6.5,Yes,10,71930,66,131.5
7,90,14,87,50,12.1,No,18,44336,72,148.2
7.5,90,10,89,61,10.9,Yes,12,59158,70,204
9.1,90,4,94,77,9.6,No,7,105897,86,153.1
8.3,90,4,86,60,4.8,Yes,11,61600,62,150.6
9.2,90,5,95,73,8.5,No,7,61117,81,149.4
9.3,90,4,96,81,8.4,No,5,101409,82,99.5
9,90,7,94,78,8.5,No,7,104219,74,158.9
8.1,90,5,91,71,5.1,No,11,63963,65,147.5
8.9,90,5,97,85,9.7,No,8,114423,81,152.2
7.9,90,10,92,51,11.5,Yes,14,48377,73,176
8.3,90,5,95,81,13.3,Yes,10,64236,64,191
9.1,90,5,94,80,7.7,Yes,7,94094,72,146.6
8.6,90,11,93,73,5.8,Yes,9,64526,63,169.7
8.4,90,15,91,77,10.7,No,10,97210,78,131.3
7.6,90,24,82,62,11,Yes,14,61906,55,158.9
8.8,91,5,95,80,12.3,No,8,100662,73,121.7
8.4,91,10,83,57,14.3,Yes,9,76409,68,174.1
8.9,91,8,89,68,8.4,Yes,9,87366,61,118.3
9.5,91,4,98,87,7.5,Yes,6,122290,79,92.4
8,91,15,89,69,6.8,Yes,11,69074,56,145.1
8.5,91,11,95,75,8.3,No,9,94343,81,112.3
9.1,91,7,92,70,10.1,No,6,90349,81,161.1
8.7,91,6,93,75,8.8,Yes,10,99254,76,145.6
8.5,91,6,94,82,8.2,Yes,10,82849,71,183.8
7.4,91,8,87,63,11.7,Yes,16,51777,62,253.4
9.6,91,5,95,78,8.1,Yes,5,99924,84,101
8.9,91,6,94,75,9,Yes,8,65302,72,143.5
8.4,91,8,94,78,9.4,No,10,68964,68,180.4
9,91,9,90,75,8.1,Yes,7,95610,64,149.1
7.7,91,9,91,72,9.3,No,13,62643,54,174.8
7,91,9,91,69,8.9,Yes,14,54692,61,192.8
7.6,91,16,88,65,9.6,No,13,55332,59,218.4
7.3,91,17,90,65,11.7,No,14,58863,60,244.6
8.2,91,21,79,34,7.7,No,12,54458,66,180.7
8.7,91,15,93,79,9.8,No,10,106225,83,162.8
8.2,91,8,89,45,7.1,No,11,56637,83,222.2
8.9,91,5,96,85,9.8,Yes,8,74829,59,124
9.2,91,4,96,82,9.2,Yes,6,92359,76,126.4
8.1,92,7,95,73,14.6,Yes,13,58489,73,176.9
8.2,92,8,80,54,17.3,Yes,12,64501,59,183.8
8.7,92,12,85,58,10.4,Yes,9,73615,67,136.7
7.8,92,14,94,61,5.6,Yes,10,63961,74,135
8.1,92,13,96,71,4.8,Yes,11,60485,88,136.5
8,92,7,90,67,8.6,No,12,72517,62,144.6
8.2,92,21,88,53,8.2,Yes,10,81895,74,84.3
7.8,92,15,89,66,8.2,Yes,12,65272,59,161.2
9.4,92,6,92,75,10.7,Yes,4,97263,83,127.6
9,92,7,96,85,7.8,No,9,91799,69,126.1
8.3,92,7,92,71,8.1,Yes,11,79974,66,180.7
7.2,92,8,90,66,8.9,No,15,51642,60,224.1
8.4,92,6,86,64,8.9,Yes,11,67752,55,164.8
8.9,92,20,77,40,7.5,No,8,67547,89,207.7
6.8,92,30,68,49,10.4,Yes,16,56588,63,158.1
8.5,92,11,92,70,10,No,11,79294,68,149.8
9.6,92,11,89,71,8.5,No,5,111117,73,110.2
8.8,93,12,82,63,8.6,Yes,9,86136,52,129.1
9,93,11,96,82,4.9,Yes,9,93634,67,51.1
8.3,93,6,90,71,8.1,Yes,11,73476,64,146.5
7.8,93,13,93,79,9.2,Yes,11,71504,53,139
7.7,93,6,93,75,8.7,No,12,64151,70,162.8
6.9,93,10,88,70,8.4,No,16,51704,50,175.5
9,93,4,90,68,6.4,No,8,88269,64,134.3
9.1,93,4,95,81,5.7,No,7,95713,69,123.5
